"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Commander's Sphere","mic","Near Mint","English","","","2024-12-31 08:07:00.343000","159","False","False",""
"1","1","Commander's Sphere","cmm","Near Mint","English","foil","","2025-01-01 20:15:42.237000","655","False","False",""
"4","4","Commander's Sphere","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","276","False","False",""
"1","1","Commanding Presence","thb","Near Mint","English","foil","","2024-12-30 20:18:03.083000","7","False","False",""
"1","1","Concordia Pegasus","rtr","Near Mint","English","foil","","2024-12-30 20:17:57.920000","8","False","False",""
"1","1","Consider","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","187","False","False",""
"1","1","Corpse Augur","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","744","False","False",""
"4","4","Corpse Churn","cmr","Near Mint","English","foil","","2025-01-02 00:58:43.897000","113","False","False",""
"1","1","Corpseberry Cultivator","blb","Near Mint","English","","","2024-12-31 06:21:08.830000","210","False","False",""
"1","1","Corrupted Shapeshifter","mh3","Near Mint","English","","","2024-12-31 08:46:13.793000","56","False","False",""
"1","1","Corsairs of Umbar","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","19","False","False",""
"1","1","Cosmos Elixir","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","KHM-237","False","False",""
"4","4","Cosmos Elixir","khm","Near Mint","English","foil","","2024-12-30 19:26:15.327000","237","False","False",""
"1","1","Costly Plunder","2xm","Near Mint","English","foil","","2025-01-02 01:02:09.123000","80","False","False",""
"1","1","Court of Grace","sld","Near Mint","English","foil","","2025-01-02 03:35:14.457000","1338","False","False",""
"1","1","Court of Ire","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","213","False","False",""
"3","3","Court Street Denizen","cmr","Near Mint","English","foil","","2024-12-30 20:18:15.803000","17","False","False",""
"1","1","Cranial Plating","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","136","False","False",""
"1","1","Crashing Drawbridge","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","944","False","False",""
"1","1","Crashing Tide","rix","Near Mint","English","foil","","2025-01-02 00:21:09.407000","34","False","False",""
"2","2","Craven Hulk","khm","Near Mint","English","foil","","2025-01-01 23:45:28.663000","127","False","False",""
"1","1","Crib Swap","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","690","False","False",""
"1","1","Crib Swap","2xm","Near Mint","English","foil","","2024-12-30 20:18:23.453000","12","False","False",""
"1","1","Crippling Blight","m13","Near Mint","English","foil","","2025-01-02 00:53:58.480000","85","False","False",""
"1","1","Crookclaw Transmuter","tsr","Near Mint","English","foil","","2025-01-02 00:23:26.207000","59","False","False",""
"1","1","Crown of Gondor","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","75","False","False",""
"1","1","Crumbling Necropolis","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","302","False","False",""
"1","1","Crushing Disappointment","stx","Near Mint","English","foil","","2025-01-02 01:19:41.490000","68","False","False",""
"1","1","Crypt Incursion","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","198","False","False",""
"2","2","Cultivate","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","236","False","False",""
"1","1","Cultivate","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","235","False","False",""
"1","1","Curious Altisaur","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","90","False","False",""
"1","1","Curious Forager","blb","Near Mint","English","","","2024-12-30 22:01:41.937000","169","False","False",""
"1","1","Curious Pair // Treats to Share","eld","Near Mint","English","foil","","2025-01-01 20:57:02.247000","150","False","False",""
"1","1","Cutthroat il-Dal","tsr","Near Mint","English","foil","","2025-01-02 01:22:15.373000","105","False","False",""
"1","1","Daggerfang Duo","blb","Near Mint","English","","","2024-12-30 21:27:55.620000","89","False","False",""
"1","1","Daring Waverider","blb","Near Mint","English","","","2024-12-30 21:05:24.263000","44","False","False",""
"1","1","Dark Deal","sld","Near Mint","English","foil","","2024-12-31 05:45:11.507000","873","False","False",""
"1","1","Dark Inquiry","rix","Near Mint","English","foil","","2025-01-02 01:08:51.480000","65","False","False",""
"1","1","Dark Withering","tsr","Near Mint","English","foil","","2025-01-02 01:27:55.853000","107","False","False",""
"1","1","Darksteel Citadel","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","180","False","False",""
"1","1","Darksteel Ingot","m14","Near Mint","English","","","2024-12-30 19:29:52.407000","207","False","False",""
"1","1","Darksteel Juggernaut","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","137","False","False",""
"1","1","Darksteel Monolith","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","743","False","False",""
"1","1","Davriel's Shadowfugue","war","Near Mint","English","foil","","2025-01-02 01:16:05.910000","84","False","False",""
"4","4","Dawn Charm","cmr","Near Mint","English","","","2024-12-30 19:22:49.910000","371","False","False",""
"3","3","Dawn Evangel","thb","Near Mint","English","foil","","2024-12-30 20:18:28.267000","8","False","False",""
"1","1","Dawn of Hope","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","164","False","False",""
"1","1","Dawn of Hope","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","GRN-8","False","False",""
"1","1","Dawnbreak Reclaimer","sld","Near Mint","English","foil","","2025-01-02 03:35:14.457000","1346","False","False",""
"1","1","Dazzling Denial","blb","Near Mint","English","","","2024-12-31 05:52:36.867000","45","False","False",""
"1","1","Deadeye Harpooner","aer","Near Mint","English","foil","","2024-12-30 20:18:33.557000","15","False","False",""
"2","2","Deadly Grub","tsr","Near Mint","English","foil","","2025-01-02 01:13:44.120000","108","False","False",""
"1","1","Dearly Departed","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","165","False","False",""
"1","1","Deathgorge Scavenger","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","236","False","False",""
"1","1","Deathknell Berserker","khm","Near Mint","English","foil","","2025-01-02 01:03:05.687000","83","False","False",""
"1","1","Decree of Justice","ddo","Near Mint","English","","","2024-12-30 19:24:22.777000","7","False","False",""
"1","1","Decree of Pain","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","199","False","False",""
"1","1","Deep Analysis","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","188","False","False",""
"1","1","Deep Gnome Terramancer","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","658","False","False",""
"1","1","Deepcavern Imp","tsr","Near Mint","English","foil","","2025-01-02 01:09:35.417000","110","False","False",""
"1","1","Defiant Bloodlord","c21","Near Mint","English","","","2024-12-31 08:22:49.490000","142","False","False",""
"1","1","Defiant Salvager","2xm","Near Mint","English","foil","","2025-01-02 01:10:29.617000","83","False","False",""
"1","1","Defiant Salvager","cmr","Near Mint","English","foil","","2025-01-02 01:08:25.340000","117","False","False",""
"1","1","Demystify","roe","Near Mint","English","foil","","2024-12-30 19:21:31.423000","18","False","False",""
"1","1","Denethor, Stone Seer","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","20","False","False",""
"3","3","Deranged Assistant","cmr","Near Mint","English","foil","","2025-01-02 00:12:25.877000","65","False","False",""
"1","1","Descendants' Path","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","238","False","False",""
"1","1","Descent into Avernus","clb","Near Mint","English","","","2025-01-01 20:10:07.693000","580","False","False",""
"1","1","Desecrate Reality","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","714","False","False",""
"4","4","Desert of the True","hou","Near Mint","English","","","2024-12-30 19:28:25.280000","174","False","False",""
"1","1","Desolate Lighthouse","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","303","False","False",""
"1","1","Despark","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","124","False","False",""
"1","1","Despark","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","841","False","False",""
"4","4","Destroy Evil","dmu","Near Mint","English","","","2024-12-30 19:22:29.913000","17","False","False",""
"1","1","Devastation Tide","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","189","False","False",""
"4","4","Devout Invocation","m14","Near Mint","English","","","2024-12-30 19:24:37.573000","16","False","False",""
"2","2","Dhund Operative","cmr","Near Mint","English","foil","","2025-01-02 00:59:14.590000","119","False","False",""
"1","1","Digsite Engineer","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","71","False","False",""
"1","1","Dimir Aqueduct","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","182","False","False",""
"1","1","Dimir Signet","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","138","False","False",""
"1","1","Dinosaur Egg","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","92","False","False",""
"1","1","Dinosaur Hunter","rix","Near Mint","English","foil","","2025-01-02 01:01:41.133000","67","False","False",""
"2","2","Dire Downdraft","blb","Near Mint","English","","","2024-12-31 05:58:24.223000","46","False","False",""
"1","1","Dire Downdraft","blb","Near Mint","English","foil","","2024-12-31 05:57:36.593000","46","False","False",""
"2","2","Dire Fleet Hoarder","2xm","Near Mint","English","foil","","2025-01-02 01:00:28.917000","84","False","False",""
"1","1","Dire Fleet Ravager","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","749","False","False",""
"1","1","Diregraf Ghoul","fdn","Near Mint","English","","","2024-12-31 08:53:16.930000","171","False","False",""
"1","1","Diresight","blb","Near Mint","English","","","2024-12-31 06:19:12.070000","91","False","False",""
"4","4","Disenchant","znr","Near Mint","English","","","2024-12-30 19:22:23.623000","10","False","False",""
"1","1","Dismantling Wave","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","C20-25","False","False",""
"1","1","Disrupt Decorum","cmm","Near Mint","English","foil","","2025-01-01 20:10:24.707000","1067","False","False",""
"1","1","Divine Favor","m12","Near Mint","English","foil","","2024-12-30 19:24:57.370000","14","False","False",""
"1","1","Divine Verdict","rix","Near Mint","English","foil","","2024-12-30 20:18:44.060000","5","False","False",""
"4","4","Divine Visitation","grn","Near Mint","English","","","2024-12-30 20:44:07.083000","10","False","False",""
"3","3","Doomed Traveler","isd","Near Mint","English","","","2024-12-30 20:19:15.567000","11","False","False",""
"1","1","Doomed Traveler","cmr","Near Mint","English","foil","","2024-12-30 20:19:06.510000","19","False","False",""
"1","1","Doomed Traveler","2x2","Near Mint","English","foil","","2024-12-30 20:19:03.350000","9","False","False",""
"10","10","Doomskar Titan","khm","Near Mint","English","foil","","2025-01-01 23:48:10.020000","130","False","False",""
"1","1","Door of Destinies","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","277","False","False",""
"1","1","Doorkeeper","rtr","Near Mint","English","foil","","2025-01-02 00:14:01.123000","37","False","False",""
"1","1","Double-Faced Substitute Card","smh3","Near Mint","English","","","2024-12-31 09:00:28.333000","1","False","False",""
"1","1","Dour Port-Mage","blb","Near Mint","English","","","2024-12-31 05:53:50.913000","47","False","False",""
"1","1","Downwind Ambusher","blb","Near Mint","English","","","2024-12-31 06:19:50.863000","92","False","False",""
"3","3","Dragon Mantle","cmr","Near Mint","English","foil","","2025-01-01 23:20:30.013000","174","False","False",""
"1","1","Dragonskull Summit","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","304","False","False",""
"1","1","Drana's Silencer","znr","Near Mint","English","foil","","2025-01-02 01:28:59.100000","99","False","False",""
"5","5","Draugr's Helm","khm","Near Mint","English","foil","","2025-01-02 00:56:51.563000","88","False","False",""
"1","1","Dreadwurm","znr","Near Mint","English","","","2025-01-02 01:26:35.203000","297","False","False",""
"7","7","Dreamstalker Manticore","thb","Near Mint","English","foil","","2025-01-01 23:37:48.740000","131","False","False",""
"1","1","Dreamstone Hedron","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","945","False","False",""
"1","1","Dreg Mangler","rtr","Near Mint","English","foil","","2025-01-02 01:45:08.077000","158","False","False",""
"1","1","Dreg Mangler","prtr","Near Mint","English","foil","","2025-01-02 01:45:31.227000","158","False","False",""
"2","2","Drifter il-Dal","tsr","Near Mint","English","foil","","2025-01-02 00:07:15.830000","65","False","False",""
"1","1","Driftgloom Coyote","blb","Near Mint","English","","","2024-12-31 05:47:16.157000","11","False","False",""
"2","2","Driver of the Dead","2xm","Near Mint","English","foil","","2025-01-02 01:16:36.597000","90","False","False",""
"1","1","Drought","ice","Near Mint","English","","","2024-12-30 20:19:24.883000","21","False","False",""
"1","1","Drover of the Mighty","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","239","False","False",""
"1","1","Drowned Catacomb","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","305","False","False",""
"2","2","Dunerider Outlaw","tsr","Near Mint","English","foil","","2025-01-02 00:54:39.437000","112","False","False",""
"1","1","Duplicant","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","946","False","False",""
"1","1","Dusk // Dawn","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","166","False","False",""
"1","1","Dusk // Dawn","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","691","False","False",""
"1","1","Dusk Charger","rix","Near Mint","English","foil","","2025-01-02 01:20:27.940000","69","False","False",""
"1","1","Duskmantle Operative","war","Near Mint","English","foil","","2025-01-02 01:05:13.327000","88","False","False",""
